entreprise_id,annee,secteur,region,annee_creation,teletravail,effectifs,chiffre_affaires_keur,rentabilite,satisfaction_rh
E064,2021,Santé,Nouvelle-Aquitaine,1995,0,244,34245.4,-0.0529,7.0
E064,2022,Santé,Nouvelle-Aquitaine,1995,0,263,34853.5,0.113,5.5
E064,2023,Santé,Nouvelle-Aquitaine,1995,0,267,31379.5,-0.0607,7.8
E065,2019,Services aux entreprises,Occitanie,2010,1,18,3631.9,0.0168,5.1
E065,2020,Services aux entreprises,Occitanie,2010,1,18,3583.4,0.1227,7.7
E065,2021,Services aux entreprises,Occitanie,2010,1,19,3813.0,0.1947,5.6
E065,2022,Services aux entreprises,Occitanie,2010,1,19,4330.1,0.1759,5.1
E065,2023,Services aux entreprises,Occitanie,2010,1,20,4995.4,0.1305,7.4
E066,2019,Commerce,Occitanie,1998,1,492,70934.3,0.1173,6.7
E066,2020,Commerce,Occitanie,1998,1,506,74572.3,0.0593,7.8
E066,2021,Commerce,Occitanie,1998,1,595,67327.0,0.1194,6.0
E066,2022,Commerce,Occitanie,1998,1,630,70607.5,0.1457,8.7
E066,2023,Commerce,Occitanie,1998,1,655,80179.3,-0.0407,9.3
E067,2019,Santé,Île-de-France,2013,0,99,14200.3,0.0068,5.3
E067,2020,Santé,Île-de-France,2013,0,101,14607.0,0.097,8.0
E067,2021,Santé,Île-de-France,2013,0,94,16183.1,0.0805,6.2
E067,2022,Santé,Île-de-France,2013,0,89,17319.9,-0.0648,7.4
E067,2023,Santé,Île-de-France,2013,0,85,17913.6,0.0728,8.1
E068,2019,Commerce,Auvergne-Rhône-Alpes,2006,0,307,50223.9,0.0496,8.3
E068,2020,Commerce,Auvergne-Rhône-Alpes,2006,0,322,50181.2,0.0658,4.3
E068,2021,Commerce,Auvergne-Rhône-Alpes,2006,0,334,44621.9,0.1251,6.7
E068,2022,Commerce,Auvergne-Rhône-Alpes,2006,0,381,42033.3,0.0738,9.0
E068,2023,Commerce,Auvergne-Rhône-Alpes,2006,0,411,40953.2,0.0934,6.5
E069,2019,Industrie,Occitanie,2005,1,108,11950.8,0.0946,4.9
E069,2020,Industrie,Occitanie,2005,1,111,12918.8,0.0864,4.8
E069,2021,Industrie,Occitanie,2005,1,120,13876.9,0.0564,6.7
E069,2022,Industrie,Occitanie,2005,1,115,13363.0,0.0677,8.8
E069,2023,Industrie,Occitanie,2005,1,115,14648.7,0.0677,7.4
E070,2019,Services aux entreprises,Île-de-France,1995,0,473,51140.6,0.0479,
E070,2020,Services aux entreprises,Île-de-France,1995,0,450,50498.8,0.0051,7.1
E070,2021,Services aux entreprises,Île-de-France,1995,0,448,61607.0,-0.0243,6.8
E070,2022,Services aux entreprises,Île-de-France,1995,0,432,61023.4,0.0885,3.2
E070,2023,Services aux entreprises,Île-de-France,1995,0,446,72143.9,0.0528,6.9
E071,2019,Technologies,Occitanie,2003,1,403,56541.8,0.0651,3.9
E071,2020,Technologies,Occitanie,2003,1,428,58574.3,0.0392,7.3
E071,2021,Technologies,Occitanie,2003,1,429,58734.0,0.1364,5.2
E071,2022,Technologies,Occitanie,2003,1,464,54809.7,0.0602,9.8
E071,2023,Technologies,Occitanie,2003,1,504,57704.1,0.0436,6.4
E072,2019,Industrie,Auvergne-Rhône-Alpes,2014,0,415,57887.0,0.0745,6.5
E072,2020,Industrie,Auvergne-Rhône-Alpes,2014,0,418,52945.8,0.049,7.8
E072,2021,Industrie,Auvergne-Rhône-Alpes,2014,0,398,53731.3,0.0308,6.7
E072,2022,Industrie,Auvergne-Rhône-Alpes,2014,0,398,61693.8,0.1104,4.7
E072,2023,Industrie,Auvergne-Rhône-Alpes,2014,0,420,59721.4,0.0454,6.9
E073,2019,Services aux entreprises,Occitanie,1990,0,223,27770.7,0.0335,5.6
E073,2020,Services aux entreprises,Occitanie,1990,0,220,27347.2,0.146,7.4
E073,2021,Services aux entreprises,Occitanie,1990,0,243,33128.7,0.0182,6.6
E073,2022,Services aux entreprises,Occitanie,1990,0,234,32061.7,0.0422,5.0
E073,2023,Services aux entreprises,Occitanie,1990,0,226,32653.5,0.007,7.7
E074,2019,Industrie,Auvergne-Rhône-Alpes,2011,1,237,40226.0,0.0729,7.2
E074,2020,Industrie,Auvergne-Rhône-Alpes,2011,1,229,47526.5,0.1672,7.5
E074,2021,Industrie,Auvergne-Rhône-Alpes,2011,1,220,50466.2,0.0327,9.1
E074,2022,Industrie,Auvergne-Rhône-Alpes,2011,1,236,53122.4,-0.0462,5.7
E074,2023,Industrie,Auvergne-Rhône-Alpes,2011,1,251,60667.5,0.1666,4.9
E075,2019,Technologies,Nouvelle-Aquitaine,2004,0,333,46979.9,-0.0195,6.5
E075,2020,Technologies,Nouvelle-Aquitaine,2004,0,345,47258.9,-0.0311,6.0
E075,2021,Technologies,Nouvelle-Aquitaine,2004,0,346,48116.9,0.0462,5.9
E075,2022,Technologies,Nouvelle-Aquitaine,2004,0,352,51263.5,0.0617,5.9
E075,2023,Technologies,Nouvelle-Aquitaine,2004,0,361,44923.6,0.1086,6.5
E076,2019,Services aux entreprises,Hauts-de-France,2010,0,404,55022.5,-0.0372,3.7
E076,2020,Services aux entreprises,Hauts-de-France,2010,0,417,56641.9,0.0902,5.9
E076,2021,Services aux entreprises,Hauts-de-France,2010,0,439,62567.2,0.109,6.1
E076,2022,Services aux entreprises,Hauts-de-France,2010,0,402,68294.6,0.1533,7.4
E076,2023,Services aux entreprises,Hauts-de-France,2010,0,392,74024.7,0.1316,8.7
E077,2019,Commerce,Île-de-France,2009,1,419,58099.1,0.1448,7.2
E077,2020,Commerce,Île-de-France,2009,1,408,62640.7,0.1347,7.2
E077,2021,Commerce,Île-de-France,2009,1,425,64163.1,0.1887,5.8
E077,2022,Commerce,Île-de-France,2009,1,425,67106.8,0.1527,5.0
E077,2023,Commerce,Île-de-France,2009,1,410,59187.0,0.102,5.5
E078,2019,Commerce,Nouvelle-Aquitaine,2002,1,23,4444.4,0.0615,7.4
E078,2020,Commerce,Nouvelle-Aquitaine,2002,1,24,4883.4,0.1285,6.1
E078,2021,Commerce,Nouvelle-Aquitaine,2002,1,24,5510.9,0.1236,5.1
E078,2022,Commerce,Nouvelle-Aquitaine,2002,1,26,5280.7,0.1848,8.5
E078,2023,Commerce,Nouvelle-Aquitaine,2002,1,27,5584.8,0.0875,8.0
E079,2019,Services aux entreprises,Nouvelle-Aquitaine,1998,0,336,42840.2,0.1323,5.7
E079,2020,Services aux entreprises,Nouvelle-Aquitaine,1998,0,333,40032.0,0.0161,3.9
E079,2021,Services aux entreprises,Nouvelle-Aquitaine,1998,0,352,47026.2,0.1655,4.2
E079,2022,Services aux entreprises,Nouvelle-Aquitaine,1998,0,371,53787.0,0.0526,6.6
E079,2023,Services aux entreprises,Nouvelle-Aquitaine,1998,0,342,56548.4,0.0162,6.8
E080,2019,Technologies,Hauts-de-France,2008,0,63,15307.4,0.1415,5.4
E080,2020,Technologies,Hauts-de-France,2008,0,61,13126.4,0.064,
E080,2021,Technologies,Hauts-de-France,2008,0,57,13995.9,0.053,5.0
E080,2022,Technologies,Hauts-de-France,2008,0,57,15615.3,0.1162,6.3
E080,2023,Technologies,Hauts-de-France,2008,0,60,14633.5,0.0819,6.7
